,Window Length,Train Error,Validation Error,Test Error
0,8.0,0.25826626855001517,0.44785477916399635,0.4249083412730176
1,16.0,0.26240049376461044,0.4554059108098348,0.4693789248881133
2,32.0,0.27424087873056746,0.27596371074517567,0.27847682587478473
3,64.0,0.26833915579141077,0.3401723305384318,0.3378731388112773
4,128.0,0.2794720441863608,0.39311859011650085,0.3766782724339029
