,Window Length,Train Error,Validation Error,Test Error
0,32.0,0.729756200571,1.41958358811,1.45635237055
1,64.0,0.720442631744,1.50134118883,1.42017497737
2,128.0,0.731437788108,1.46948649244,1.41731406334
3,256.0,0.730868420561,1.43729337056,1.46101467229
4,512.0,0.727459747457,1.3825884253,1.41972502423
5,1024.0,0.731755401742,1.42486592425,1.45851744572
