,Window Length,Train Error,Validation Error,Test Error
0,32.0,0.901707930671,1.1957329581,1.12928694649
1,64.0,0.625568750294,1.51793124332,1.49408979831
2,128.0,0.27142316674,1.58198763156,1.58240402136
3,256.0,0.185652377093,1.40145023907,1.35792095804
4,512.0,0.187014860485,1.46642494962,1.41779372316
5,1024.0,0.185446704419,1.34960055172,1.31590649713
