,Window Length,Train Error,Validation Error,Test Error
0,32.0,0.838277101128,1.22715515517,1.2644352299
1,64.0,0.428514608701,1.67068919029,1.76599339155
2,128.0,0.158454193672,1.64325849372,1.58091328592
3,256.0,0.118062742628,1.54031167096,1.47347318646
4,512.0,0.122331090371,1.47903351964,1.50092763028
5,1024.0,0.118332922148,1.44431385098,1.43575498494
