,Num Layers,Time Window,Train Error,Validation Error,Test Error
0,3.0,8.0,1.00526104955,0.964156404241,0.955529840595
1,4.0,16.0,0.999932472296,0.955363051411,0.966895240396
2,5.0,32.0,1.00260220951,0.921191732993,0.960320280989
3,6.0,64.0,0.979746013737,1.05139455797,1.13645413535
